drug name	moa
av-608	tachykinin antagonist
avacopan	complement inhibitor
avadomide	antitumor agent
avagacestat	gamma secretase inhibitor
avanafil	phosphodiesterase inhibitor
avapritinib	KIT inhibitor
avasimibe	ACAT inhibitor
avatrombopag	thrombopoietin receptor agonist
ave-0991	angiotensin receptor agonist
ave-3085	nitric oxide synthase stimulant
avex-73	sigma receptor agonist
avibactam	beta lactamase inhibitor
avitinib	EGFR inhibitor
avl-292	Bruton's tyrosine kinase (BTK) inhibitor
avn-492	serotonin receptor antagonist
avn-944	inosine monophosphate dehydrogenase inhibitor
avobenzone	topical sunscreen agent
avoralstat	kallikrein inhibitor
avridine	immunostimulant
ax-024	cytokine production inhibitor
axitinib	PDGFR tyrosine kinase receptor inhibitor
axitinib	VEGFR inhibitor
ay-9944	hedgehog pathway modulator
az-10417808	caspase inhibitor
az-10606120	purinergic receptor antagonist
az-12080282	hedgehog pathway inhibitor
az191	DYRK inhibitor
az20	ATR kinase inhibitor
az3146	monopolar spindle 1 kinase inhibitor
az505	histone lysine methyltransferase inhibitor
az5104	EGFR inhibitor
az-628	RAF inhibitor
az-7371	antibacterial 
az7550	insulin growth factor receptor inhibitor
az960	JAK inhibitor
azacitidine	DNA methyltransferase inhibitor
azacyclonol	histamine receptor antagonist
azaguanine-8	purine antagonist
azalomycin-b	bacterial 50S ribosomal subunit inhibitor
azaperone	dopamine receptor antagonist
azapropazone	cyclooxygenase inhibitor
azaserine	purine antagonist
azasetron	serotonin receptor antagonist
azatadine	histamine receptor antagonist
azathioprine	dehydrogenase inhibitor
azd0156	ATM kinase inhibitor
azd1080	glycogen synthase kinase inhibitor
azd1208	Pim kinase inhibitor
azd1283	purinergic receptor antagonist
azd1390	ATM kinase inhibitor
azd1446	acetylcholine receptor agonist
azd1480	JAK inhibitor
azd1981	CRTH receptor antagonist
azd2014	mTOR inhibitor
azd2461	PARP inhibitor
azd2858	glycogen synthase kinase inhibitor
azd3264	IKK inhibitor
azd3463	ALK tyrosine kinase receptor inhibitor
azd3463	insulin growth factor receptor inhibitor
azd3514	androgen receptor modulator
azd3759	EGFR inhibitor
azd3839	beta-secretase inhibitor
azd3965	monocarboxylate transporter inhibitor
azd3988	diacylglycerol kinase inhibitor
azd4282	glutamate receptor antagonist
azd4547	FGFR inhibitor
azd4573	CDK9 inhibitor
azd4635	adenosine receptor antagonist
azd5069	CC chemokine receptor antagonist
azd5153	bromodomain inhibitor
azd5363	AKT inhibitor
azd5438	CDK inhibitor
azd5582	XIAP inhibitor
azd5991	MCL1 inhibitor
azd6482	PI3K inhibitor
azd6738	ATR kinase inhibitor
azd6765	glutamate receptor antagonist
azd7545	pyruvate dehydrogenase kinase inhibitor
azd7594	glucocorticoid receptor modulator
azd7687	diacylglycerol O acyltransferase inhibitor
azd7762	CHK inhibitor
azd7986	dipeptidyl peptidase inhibitor
azd8055	mTOR inhibitor
azd8186	PI3K inhibitor
azd8330	MEK inhibitor
azd8797	CC chemokine receptor antagonist
azd8835	PI3K inhibitor
azd8931	EGFR inhibitor
azd9056	purinergic receptor antagonist
azd9272	glutamate receptor antagonist
azd9496	estrogen receptor agonist
azd9668	elastase inhibitor
azelaic-acid	tyrosinase inhibitor
azelastine	histamine receptor antagonist
azeliragon	RAGE receptor antagonist
azelnidipine	calcium channel blocker
azilsartan	angiotensin receptor antagonist
azilsartan-medoxomil	angiotensin receptor antagonist
azimilide	potassium channel blocker
azithromycin	bacterial 50S ribosomal subunit inhibitor
azlocillin	bacterial cell wall synthesis inhibitor
azm-475271	SRC inhibitor
azodicarbonamide	DNA synthesis inhibitor
azomycin-(2-nitroimidazole)	protein synthesis inhibitor
azosemide	electrolyte reabsorption inhibitor
aztreonam	bacterial cell wall synthesis inhibitor
bacampicillin	bacterial cell wall synthesis inhibitor
bacitracin	bacterial cell wall synthesis inhibitor
bacitracin-zinc	bacterial cell wall synthesis inhibitor
baclofen	benzodiazepine receptor agonist
badge	PPAR receptor antagonist
bafetinib	Bcr-Abl kinase inhibitor
bafetinib	LYN tyrosine kinase inhibitor
bafilomycin-a1	ATPase inhibitor
bag-956	phosphoinositide dependent kinase inhibitor
baicalein	lipoxygenase inhibitor
baicalin	beta glucuronidase inhibitor
bakuchiol	DNA polymerase inhibitor
balaglitazone	insulin sensitizer
balaglitazone	PPAR receptor partial agonist
balapiravir	RNA polymerase inhibitor
balicatib	cathepsin inhibitor
balofloxacin	bacterial DNA gyrase inhibitor
baloxavir	endonuclease inhibitor
baloxavir-marboxil	endonuclease inhibitor
balsalazide	cyclooxygenase inhibitor
bam7	BAX activator
bamaquimast	proton pump inhibitor
bambuterol	adrenergic receptor agonist
ban-orl-24	nociceptin/orphanin FQ receptor antagonist
banoxantrone	topoisomerase inhibitor
barasertib	Aurora kinase inhibitor
barasertib-hqpa	Aurora kinase inhibitor
bardoxolone	nuclear factor erythroid derived
bardoxolone	like (NRF2) activator
bardoxolone-methyl	nuclear factor erythroid derived
bardoxolone-methyl	like (NRF2) activator
baricitinib	JAK inhibitor
barnidipine	calcium channel blocker
basimglurant	glutamate receptor antagonist
basmisanil	GABA receptor inverse agonist
batefenterol	acetylcholine receptor antagonist
batefenterol	adrenergic receptor agonist
batimastat	matrix metalloprotease inhibitor
bavisant	histamine receptor antagonist
bax-channel-blocker	cytochrome C release inhibitor
bay1125976	AKT inhibitor
bay-11-7082	NFkB pathway inhibitor
bay-11-7085	NFkB pathway inhibitor
bay1217389	kinase inhibitor
bay-1251152	CDK9 inhibitor
bay-1436032	isocitrate dehydrogenase inhibitor
bay-1895344	ATR kinase inhibitor
bay-2402234	dihydroorotate dehydrogenase inhibitor
bay-41-2272	guanylyl cyclase activator
bay-60-6583	adenosine receptor agonist
bay-60-7550	phosphodiesterase inhibitor
bay-61-3606	SYK inhibitor
bay-8002	monocarboxylate transporter inhibitor
bay-87-2243	hypoxia inducible factor inhibitor
bay-k-8644-(+/-)	L-type calcium channel blocker
bay-k-8644-(s)-(-)	L-type calcium channel activator
bay-w-9798	antioxidant
baz2-icr	bromodomain inhibitor
bazedoxifene	selective estrogen receptor modulator (SERM)
bc-11	urokinase inhibitor
bci-540	glutamate receptor agonist
bctc	TRPV antagonist
bcx-1470	complement inhibitor
bcx-1470	serine protease inhibitor
bd-1008	sigma receptor antagonist
bd-1047	adrenergic receptor antagonist
bd-1063	sigma receptor antagonist
be-2254	adrenergic receptor antagonist
bebt-908	PI3K inhibitor
beclabuvir	antiviral
beclamide	anticonvulsant
beclomethasone	glucocorticoid receptor agonist
beclomethasone-dipropionate	glucocorticoid receptor agonist
bedaquiline	ATPase inhibitor
begacestat	gamma secretase inhibitor
bekanamycin	bacterial 30S ribosomal subunit inhibitor
belinostat	HDAC inhibitor
belizatinib	receptor tyrosine protein kinase inhibitor
belotecan	topoisomerase inhibitor
bemegride	chemoreceptor agonist
bemesetron	serotonin receptor antagonist
bempedoic-acid	AMPK inhibitor
benactyzine	butyrylcholinesterase inhibitor
benazepril	angiotensin converting enzyme inhibitor
bendamustine	DNA inhibitor
bendazac	cyclooxygenase inhibitor
bendazol	nitric oxide synthase stimulant
bendroflumethiazide	sodium/potassium/chloride transporter inhibitor
benfluorex	gluconeogenesis inhibitor
benfotiamine	antioxidant
benidipine	calcium channel blocker
benperidol	dopamine receptor antagonist
benproperine	antitussive
benserazide	DOPA decarboxylase inhibitor
benurestat	urease inhibitor
benzalkonium	cationic surfactant
benzamil	sodium channel blocker
benzbromarone	chloride channel blocker
benzethonium	sodium channel blocker
benznidazole	DNA synthesis inhibitor
benzocaine	sodium channel blocker
benzoic-acid	food preservative
benzonatate	local anesthetic
benzoquinonium-dibromide	cholinergic receptor antagonist
benzotript	CCK receptor antagonist
benzoxiquine	antiinfective drug
benzoyl-peroxide	oxidizing agent
benzthiazide	carbonic anhydrase inhibitor
benztropine-mesylate	acetylcholine receptor antagonist
benzydamine	prostanoid receptor antagonist
benzyl-alcohol	local anesthetic
benzyl-benzoate	lipase inhibitor
benzyldimethylhexadecylammonium	cationic surfactant
benzyl-isothiocyanate	methylazoxymethanol acetate inhibitor
benzylpenicillin	penicillin binding protein inhibitor
bephenium-hydroxynaphthoate	anthelmintic agent
bepotastine	histamine receptor antagonist
bepridil	calcium channel blocker
berberine	LDL receptor activator
bergenin	interleukin inhibitor
besifloxacin	bacterial DNA gyrase inhibitor
beta-amyloid-synthesis-inhibitor	beta amyloid synthesis inhibitor
beta-ccb	benzodiazepine receptor ligand
beta-elemene	apoptosis stimulant
beta-funaltrexamine	opioid receptor antagonist
betahistine	histamine receptor agonist
betahistine	histamine receptor antagonist
beta-hydroxy-beta-methylbutyrate	protein synthesis stimulant
betaine	nitric oxide donor
beta-lapachone	topoisomerase inhibitor
betamethasone	glucocorticoid receptor agonist
betamethasone-acetate	glucocorticoid receptor agonist
betamethasone-dipropionate	anti-inflammatory agent
betamethasone-valerate	glucocorticoid receptor agonist
betamipron	panipenem uptake inhibitor
betaxolol	adrenergic receptor antagonist
betazole	histamine receptor agonist
bet-bay-002	bromodomain inhibitor
bethanechol	acetylcholine receptor agonist
betp	GLP receptor positive allosteric modulator
betrixaban	coagulation factor inhibitor
betulinic-acid	apoptosis stimulant
betulinic-acid	NFkB pathway inhibitor
bevantolol	adrenergic receptor antagonist
bevenopran	opioid receptor antagonist
bevirimat-dimeglumine	HIV capsid assembly inhibitor
bexagliflozin	solute carrier family member inhibitor
bexarotene	retinoid receptor agonist
bezafibrate	PPAR receptor agonist
bfh772	VEGFR inhibitor
bgp-15	PARP inhibitor
bgt226	PI3K inhibitor
bhq	ATPase inhibitor
bi-224436	HIV integrase inhibitor
bi-2536	PLK inhibitor
bi-409306	phosphodiesterase inhibitor
bi-78d3	JNK inhibitor
bi-847325	Aurora kinase inhibitor
bi-847325	MEK inhibitor
bia-10-2474	Fatty acid hydrolase inhibitor
biapenem	bacterial cell wall synthesis inhibitor
bibn4096	calcitonin antagonist
bibr-1532	telomerase inhibitor
bibu-1361	EGFR inhibitor
bibx-1382	EGFR inhibitor
bicalutamide	androgen receptor antagonist
bicifadine	dopamine reuptake inhibitor
bicifadine	serotonin receptor antagonist
bictegravir	HIV integrase inhibitor
bicuculline-(+)	GABA receptor antagonist
bicuculline-methochloride-(-)	GABA receptor antagonist
bicyclol	NFkB pathway inhibitor
bi-d1870	ribosomal protein inhibitor
bifemelane	acetylcholine release enhancer
bifonazole	sterol demethylase inhibitor
biib021	HSP inhibitor
bilastine	histamine receptor antagonist
bilobalide	GABA receptor modulator
bimatoprost	prostanoid receptor agonist
bimu-8	serotonin receptor agonist
bina	glutamate receptor positive allosteric modulator
bindarit	NFkB pathway inhibitor
binimetinib	MEK inhibitor
bio-1211	integrin antagonist
bio-5192	integrin inhibitor
biotin	vitamin B
bipenamol	dipeptidyl peptidase inhibitor
biperiden	acetylcholine receptor antagonist
birinapant	XIAP inhibitor
birt-377	lymphocyte function-associated antigen negative modulator
bis(maltolato)oxovanadium(iv)	tyrosine phosphatase inhibitor
bisacodyl	laxative
bisantrene	topoisomerase inhibitor
bisindolylmaleimide-ix	PKC inhibitor
bismuth(iii)-trifluoromethanesulfonate	direct substitution catalyst
bismuth-subgallate	nitric oxide synthase inhibitor
bismuth-subsalicylate	antacid
bisoprolol	adrenergic receptor antagonist
bisphenol-a	synthetic estrogen
bithionol	autotaxin inhibitor
bitopertin	glycine transporter inhibitor
bitoscanate	anthelmintic agent
bivalirudin	thrombin inhibitor
bix-01294	histone lysine methyltransferase inhibitor
bix-02188	MEK inhibitor
bix-02189	MEK inhibitor
bl-5583	hypercalcaemic agent
blebbistatin-(-)	ATPase inhibitor
blebbistatin-(+/-)	ATPase inhibitor
bleomycetin	EGFR expression inhibitor
bleomycin	DNA synthesis inhibitor
blonanserin	dopamine receptor antagonist
blonanserin	serotonin receptor antagonist
blu9931	FGFR inhibitor
blz945	CSF1R inhibitor
bml-190	cannabinoid receptor inverse agonist
bml-284	WNT agonist
bms-182874	endothelin receptor antagonist
bms-191011	potassium channel activator
bms-191095	KATP activator
bms-191095	potassium channel agonist
bms-207940	endothelin receptor antagonist
bms-214662	farnesyltransferase inhibitor
bms-265246	CDK inhibitor
bms-299897	gamma secretase inhibitor
bms-309403	fatty acid binding protein inhibitor
bms-345541	IKK inhibitor
bms-387032	CDK inhibitor
bms-387032	cell cycle inhibitor
bms-387032	MCL1 inhibitor
bms-470539	melanocortin receptor agonist
bms-536924	IGF-1 inhibitor
bms-566419	inosine monophosphate dehydrogenase inhibitor
bms-582949	p38 MAPK inhibitor
bms-587101	integrin antagonist
bms-599626	EGFR inhibitor
bms-599626	protein tyrosine kinase inhibitor
bms-626529	HIV attachment inhibitor
bms-626531	p38 MAPK inhibitor
bms-649	retinoid receptor agonist
bms-688521	ICAM1 antagonist
bms-688521	leukocyte function-associated antigen receptor antagonist
bms-690514	EGFR inhibitor
bms-690514	VEGFR inhibitor
bms-707035	HIV integrase inhibitor
bms-754807	IGF-1 inhibitor
bms-770767	11-beta-HSD1 inhibitor
bms-777607	AXL kinase inhibitor
bms-777607	c-Met inhibitor
bms-777607	FLT3 inhibitor
bms-777607	hepatocyte growth factor receptor inhibitor
bms-777607	macrophage migration inhibiting factor inhibitor
bms-777607	tyrosine kinase inhibitor
bms-779788	LXR agonist
bms-806	HIV attachment inhibitor
bms-813160	CC chemokine receptor antagonist
bms-817378	c-Met inhibitor
bms-817378	VEGFR inhibitor
bms-833923	smoothened receptor antagonist
bms-863233	CDC inhibitor
bms-906024	gamma secretase inhibitor
bms-911543	JAK inhibitor
bms-935177	Bruton's tyrosine kinase (BTK) inhibitor
bms-983970	notch signaling inhibitor
bms-986020	lysophosphatidic acid receptor antagonist
bms-986142	Bruton's tyrosine kinase (BTK) inhibitor
bms-986158	bromodomain inhibitor
bms-986195	Bruton's tyrosine kinase (BTK) inhibitor
bms-986205	"indoleamine 2,3-dioxygenase inhibitor"
bms-ccr2-22	CC chemokine receptor antagonist
bmy-14802	sigma receptor antagonist
bmy-45778	IP1 prostacyclin receptor agonist
bmy-7378	adrenergic receptor antagonist
bmy-7378	serotonin receptor antagonist
bnc105	tubulin polymerization inhibitor
bntx	opioid receptor antagonist
boceprevir	HCV inhibitor
bopindolol	adrenergic receptor antagonist
bortezomib	NFkB pathway inhibitor
bortezomib	proteasome inhibitor
bos-172722	monopolar spindle 1 kinase inhibitor
bosentan	endothelin receptor antagonist
bosutinib	Abl kinase inhibitor
bosutinib	Bcr-Abl kinase inhibitor
bosutinib	SRC inhibitor
bp-554	serotonin receptor agonist
bp-897	dopamine receptor agonist
bq-123	endothelin receptor antagonist
bq-788	endothelin receptor antagonist
bqu57	Ras GTPase inhibitor
brd4770	histone lysine methyltransferase inhibitor
brd7389	ribosomal protein inhibitor
brd9876	kinesin inhibitor
brefeldin-a	protein synthesis inhibitor
bremelanotide	melanocortin receptor agonist
brequinar	dihydroorotate dehydrogenase inhibitor
bretazenil	GABA benzodiazepine site receptor partial agonist
bretylium	norepinephrine inhibitor
brexpiprazole	dopamine receptor partial agonist
briciclib	cyclin D inhibitor
brigatinib	ALK tyrosine kinase receptor inhibitor
brigatinib	EGFR inhibitor
brimonidine	adrenergic receptor agonist
brincidofovir	antiviral
brinzolamide	carbonic anhydrase inhibitor
brivanib	FGFR inhibitor
brivanib	VEGFR inhibitor
brivanib-alaninate	FGFR inhibitor
brivanib-alaninate	VEGFR inhibitor
brivudine	DNA directed DNA polymerase inhibitor
brl-15572	serotonin receptor antagonist
brl-26314	cholesterol inhibitor
brl-37344	adrenergic receptor agonist
brl-44408	adrenergic receptor antagonist
brl-50481	phosphodiesterase inhibitor
brl-52537	opioid receptor agonist
brl-54443	serotonin receptor agonist
brolitene	muscle relaxant
bromantan	dopamine reuptake inhibitor
bromantan	serotonin reuptake inhibitor
bromebric-acid	DNA synthesis inhibitor
bromebric-acid	purine antagonist
bromfenac	cyclooxygenase inhibitor
bromhexine	mucolytic agent
bromindione	anticoagulant
bromisoval	anti-inflammatory agent
bromocriptine	dopamine receptor agonist
bromopride	dopamine receptor antagonist
