drug.me	AD.composite.score.repurposed	AD.ranking.repurposed	AD.composite.score.trials	AD.ranking.trials	AD.weighted_sum	AD.rank_of_weighted_sum	PD.composite.score.repurposed	PD.ranking.repurposed	PD.composite.score.trials	PD.ranking.trials	PD.weighted.sum	PD.ranking.of.weighted.sum	HD.composite.score.repurposed	HD.ranking.repurposed	HD.composite.score.trials	HD.ranking.trials	HD_weighted_sum	HD_rank_of_weighted_sum	MS.composite.score.repurposed	MS.ranking.repurposed	MS.composite.score.trials	MS.ranking.trials	MS.weighted.sum	MS.ranking.weighted.sum
trazodone	0.63207622	150	0.801428571	8	0.716752396	27	0.66299755	171	0.6	221	0.631498775	84	0	4169	0.3	1320	0.15	1495	0.294857143	656	0.24	777	0.267428572	404
indomethacin	0.631797393	151	0.216428572	1069	0.424112983	193	0.246702703	2819	0.3	1311	0.273351352	1492	0	2636	0.3	1306	0.15	1484	0.341714286	495	0	2845	0.170857143	1015
aspirin	0.631605346	152	0.16	1518	0.395802673	255	0.306810811	2102	0.333333333	1020	0.320072072	1140	0.249230769	588	0.333333333	1038	0.291282051	464	0.289142857	681	0.08	1174	0.184571429	952
piretanide	0.623558964	153	0	4020	0.311779482	581	0.566737306	333	0	3666	0.283368653	1474	0	3489	0	3291	0	3819	0.130285714	1361	0	3628	0.065142857	1914
alaproclate	0.623449791	154	0.7	12	0.661724896	91	0.481070785	511	0.5	237	0.490535393	269	0	1211	0.2	1388	0.1	1810	0.294857143	520	0	1500	0.147428572	1061
methylergometrine	0.62255421	155	0.65	88	0.636277105	97	0.513719434	444	0.666666667	133	0.590193051	110	0.36	234	0.633333333	96	0.496666667	54	0.294857143	591	0.346666667	201	0.320761905	93
pravadoline	0.616414206	156	0.17	1465	0.393207103	271	0.4	918	0	3706	0.2	1967	0	3536	0	3320	0	3851	0	3739	0	3671	0	3993
mefemic-acid	0.6157638	157	0.17	1442	0.3928819	272	0.221405405	2967	0	3201	0.110702703	3082	0	2955	0	2916	0	3446	0.265142857	1126	0.24	678	0.252571429	444
terguride	0.614213139	158	0.6	130	0.60710657	100	0.615881305	255	0.883333333	6	0.749607319	5	0	4080	0.333333333	1255	0.166666667	1421	0.347428571	480	0.293333333	398	0.320380952	126
gr-103691	0.609626109	159	0.2	1190	0.404813055	222	0.343567568	1345	0.4	491	0.371783784	593	0.36	227	0.666666667	61	0.513333334	43	0	2723	0.346666667	156	0.173333334	978
ngb-2904	0.609626109	160	0.2	1220	0.404813055	223	0.343567568	1346	0.4	605	0.371783784	594	0.36	237	0.666666667	66	0.513333334	45	0	3385	0.346666667	215	0.173333334	987
ngd-94-1	0.609626109	161	0.2	1221	0.404813055	224	0.343567568	1347	0.4	606	0.371783784	595	0.36	238	0.666666667	67	0.513333334	46	0	3386	0.346666667	216	0.173333334	988
pnu-177864	0.609626109	162	0.2	1242	0.404813055	225	0.343567568	1348	0.4	677	0.371783784	596	0.36	243	0.666666667	75	0.513333334	47	0	3717	0.346666667	243	0.173333334	994
u-99194	0.609626109	163	0.2	1291	0.404813055	226	0.343567568	1349	0.4	791	0.371783784	597	0.36	257	0.666666667	81	0.513333334	48	0	4380	0.346666667	297	0.173333334	1002
ibuprofen-(s)	0.608609328	164	0.17	1409	0.389304664	275	0.332108108	1601	0	2907	0.166054054	2463	0	2573	0	2665	0	3189	0.4	206	0	2793	0.2	698
paracetamol	0.608609328	165	0.17	1455	0.389304664	276	0.335783784	1405	0	3560	0.167891892	2284	0	3359	0	3202	0	3735	0.4	294	0	3509	0.2	775
salicylic-acid	0.608609328	166	0.17	1481	0.389304664	277	0.332108108	1712	0	3890	0.166054054	2569	0	3782	0	3486	0	4020	0.4	365	0	3900	0.2	836
tenidap	0.608609328	167	0.205	1112	0.406804664	219	0.274594595	2518	0	4138	0.137297298	2876	0	4072	0	3708	0	4223	0.4	408	0	4211	0.2	875
su16f	0.607172513	168	0	4354	0.303586257	642	0.355243243	1262	0	4023	0.177621622	2205	0	3955	0	3623	0	4135	0	4097	0	4085	0	4274
trapidil	0.607172513	169	0	4537	0.303586257	643	0.355243243	1267	0	4232	0.177621622	2210	0	4166	0	3786	0	4289	0	4326	0	4307	0	4461
clorotepine	0.606374076	170	0.2	1160	0.403187038	229	0.670054054	165	0.333333333	1057	0.501693694	248	0.36	222	0.6	126	0.48	68	0.347428571	457	0.293333333	337	0.320380952	121
droperidol	0.606374076	171	0.2	1172	0.403187038	230	0.302054054	2115	0.333333333	1079	0.317693694	1187	0.36	224	0.6	130	0.48	70	0.347428571	459	0.293333333	346	0.320380952	122
licofelone	0.606007702	172	0.15	1672	0.378003851	328	0.246702703	2820	0	3101	0.123351352	2987	0	2829	0	2828	0	3360	0.4	232	0	3008	0.2	723
niflumic-acid	0.606007702	173	0.15	1676	0.378003851	329	0.215567568	2979	0	3405	0.107783784	3092	0	3195	0	3068	0	3618	0.265142857	1127	0.24	700	0.252571429	445
2-cmdo	0.60572367	174	0.2	1115	0.402861835	232	0.287135135	2295	0.333333333	996	0.310234234	1265	0.36	209	0.6	112	0.48	62	0.294857143	511	0.346666667	78	0.320761905	70
adoprazine	0.60572367	175	0.25	866	0.427861835	188	0.295351351	2136	0.533333333	228	0.414342342	460	0.36	213	0.6	113	0.48	63	0.347428571	453	0.346666667	91	0.347047619	29
aj76-(+)	0.60572367	176	0.2	1131	0.402861835	233	0.287135135	2301	0.333333333	1007	0.310234234	1268	0.36	214	0.6	114	0.48	64	0.294857143	519	0.346666667	94	0.320761905	75
azaperone	0.60572367	177	0.2	1141	0.402861835	234	0.287135135	2308	0.333333333	1024	0.310234234	1270	0.36	217	0.6	117	0.48	65	0.294857143	528	0.346666667	103	0.320761905	77
bromopride	0.60572367	178	0.2	1147	0.402861835	235	0.287135135	2313	0.333333333	1032	0.310234234	1272	0.36	218	0.6	120	0.48	66	0.294857143	534	0.346666667	112	0.320761905	80
domperidone	0.60572367	179	0.2	1170	0.402861835	236	0.287135135	2324	0.348717949	992	0.317926542	1148	0.36	223	0.6	129	0.48	69	0.294857143	555	0.375238095	71	0.335047619	61
eticlopride	0.60572367	180	0.2	1180	0.402861835	237	0.287135135	2325	0.333333333	1095	0.310234234	1276	0.36	225	0.6	132	0.48	71	0.294857143	563	0.346666667	147	0.320761905	87
jnj-37822681	0.60572367	181	0.2	1197	0.402861835	238	0.287135135	2335	0.333333333	1126	0.310234234	1279	0.36	230	0.6	138	0.48	73	0.294857143	579	0.346666667	174	0.320761905	89
fadotride	0.60572367	182	0.25	954	0.427861835	189	0.295351351	2158	0.333333333	1160	0.314342342	1204	0.36	236	0.6	147	0.48	76	0.347428571	469	0.346666667	213	0.347047619	42
pd-168568	0.60572367	183	0.2	1230	0.402861835	239	0.287135135	2346	0.333333333	1178	0.310234234	1283	0.36	240	0.6	150	0.48	77	0.294857143	608	0.346666667	229	0.320761905	98
raclopride	0.60572367	184	0.25	988	0.427861835	190	0.295351351	2165	0.333333333	1201	0.314342342	1205	0.36	246	0.6	157	0.48	78	0.347428571	475	0.346666667	253	0.347047619	47
remoxipride	0.60572367	185	0.3	665	0.452861835	146	0.310486486	2071	0.333333333	1204	0.32190991	1133	0.36	247	0.6	158	0.48	79	0.347428571	476	0.346666667	255	0.347047619	48
tiapride	0.60572367	186	0.2	1283	0.402861835	240	0.287135135	2363	0.333333333	1225	0.310234234	1284	0.36	255	0.7	49	0.53	42	0.294857143	654	0.346666667	288	0.320761905	115
uh-232-(+)	0.60572367	187	0.25	1023	0.427861835	191	0.295351351	2175	0.333333333	1234	0.314342342	1207	0.36	258	0.6	163	0.48	81	0.347428571	481	0.346666667	298	0.347047619	51
atb-346	0.604381686	188	0	2401	0.302190843	660	0.358918919	1190	0.4	333	0.37945946	540	0	1384	0.4	270	0.2	736	0	1749	0	1674	0	2443
itopride	0.604023388	189	0.36	414	0.482011694	123	0.287135135	2334	0.333333333	1124	0.310234234	1278	0.36	229	0.6	137	0.48	72	0.294857143	578	0.346666667	172	0.320761905	88
clebopride	0.601821231	190	0.13	1749	0.365910616	362	0.278486486	2437	0.333333333	1053	0.30590991	1318	0.36	221	0.6	125	0.48	67	0.294857143	545	0.346666667	131	0.320761905	86
fenoldopam	0.598363344	191	0.2	1183	0.399181672	249	0.69029601	134	0.766666667	24	0.728481339	8	0	2287	0.366666667	908	0.183333334	1218	0.289142857	711	0.346666667	150	0.317904762	174
acepromazine	0.598243995	192	0.2	1127	0.399121998	250	0.293621622	2208	0.366666667	833	0.330144145	1029	0.36	211	0.633333333	86	0.496666667	50	0.294857143	516	0.293333333	321	0.294095238	282
alclofec	0.596251605	193	0.205	1090	0.400625803	242	0.274594595	2508	0	1750	0.137297298	2866	0	1216	0	1706	0	2234	0.4	52	0	1504	0.2	563
amfec	0.596251605	194	0.17	1364	0.383125803	282	0.332108108	1440	0	1793	0.166054054	2310	0	1271	0	1743	0	2274	0.4	61	0	1548	0.2	571
ampiroxicam	0.596251605	195	0.17	1366	0.383125803	283	0.332108108	1442	0	1823	0.166054054	2312	0	1308	0	1771	0	2297	0.4	66	0	1587	0.2	576
asaraldehyde	0.596251605	196	0.17	1369	0.383125803	284	0.332108108	1452	0	1867	0.166054054	2320	0	1370	0	1815	0	2340	0.4	73	0	1656	0.2	583
azapropazone	0.596251605	197	0.17	1370	0.383125803	285	0.332108108	1461	0	1910	0.166054054	2329	0	1414	0	1848	0	2373	0.4	76	0	1701	0.2	585
bendazac	0.596251605	198	0.17	1371	0.383125803	286	0.332108108	1470	0	1977	0.166054054	2337	0	1478	0	1907	0	2425	0.4	82	0	1763	0.2	590
bromfec	0.596251605	199	0.17	1372	0.383125803	287	0.332108108	1486	0	2083	0.166054054	2352	0	1602	0	2000	0	2518	0.4	95	0	1878	0.2	602
cicloprofen	0.596251605	200	0.17	1375	0.383125803	288	0.332108108	1503	0	2266	0.166054054	2367	0	1775	0	2122	0	2631	0.4	108	0	2046	0.2	612
clonixin	0.596251605	201	0.17	1377	0.383125803	289	0.332108108	1509	0	2309	0.166054054	2373	0	1830	0	2158	0	2665	0.4	118	0	2093	0.2	620
curcumin	0.596251605	202	0.16	1540	0.378125803	327	0.295351351	2149	0.3	1282	0.297675676	1383	0.258461538	426	0.3	1291	0.279230769	531	0.341714286	488	0.186666667	903	0.264190477	415
dup-697	0.596251605	203	0.17	1384	0.383125803	290	0.332108108	1540	0	2527	0.166054054	2403	0	2100	0	2345	0	2850	0.4	145	0	2336	0.2	643
epirizole	0.596251605	204	0.17	1387	0.383125803	291	0.332108108	1550	0	2589	0.166054054	2412	0	2180	0	2396	0	2909	0.4	154	0	2410	0.2	651
etofemate	0.596251605	205	0.17	1389	0.383125803	292	0.332108108	1562	0	2640	0.166054054	2424	0	2245	0	2441	0	2958	0.4	160	0	2464	0.2	655
felbic-ethyl	0.596251605	206	0.17	1392	0.383125803	293	0.332108108	1570	0	2669	0.166054054	2432	0	2277	0	2462	0	2979	0.4	169	0	2497	0.2	664
fenbufen	0.596251605	207	0.17	1393	0.383125803	294	0.332108108	1571	0	2670	0.166054054	2433	0	2280	0	2463	0	2980	0.4	170	0	2500	0.2	665
fentiazac	0.596251605	208	0.17	1394	0.383125803	295	0.332108108	1572	0	2678	0.166054054	2434	0	2292	0	2469	0	2986	0.4	173	0	2511	0.2	668
fk-3311	0.596251605	209	0.17	1396	0.383125803	296	0.332108108	1575	0	2696	0.166054054	2437	0	2312	0	2484	0	3003	0.4	175	0	2528	0.2	670
floctafenine	0.596251605	210	0.17	1397	0.383125803	297	0.332108108	1576	0	2702	0.166054054	2438	0	2319	0	2490	0	3008	0.4	177	0	2534	0.2	672
gamma-linolenic-acid	0.596251605	211	0.17	1402	0.383125803	298	0.332108108	1583	0	2759	0.166054054	2445	0	2390	0	2537	0	3062	0.4	188	0	2605	0.2	682
ibuprofen-piconol	0.596251605	212	0.17	1410	0.383125803	299	0.332108108	1602	0	2908	0.166054054	2464	0	2574	0	2666	0	3190	0.4	207	0	2794	0.2	699
iguratimod	0.596251605	213	0.17	1415	0.383125803	300	0.332108108	1605	0	2929	0.166054054	2467	0	2610	0	2685	0	3213	0.4	214	0	2818	0.2	706
indobufen	0.596251605	214	0.17	1416	0.383125803	301	0.332108108	1608	0	2951	0.166054054	2469	0	2633	0	2702	0	3228	0.4	215	0	2841	0.2	707
indoprofen	0.596251605	215	0.17	1417	0.383125803	302	0.332108108	1610	0	2953	0.166054054	2471	0	2637	0	2704	0	3231	0.4	216	0	2846	0.2	708
isoxicam	0.596251605	216	0.17	1419	0.383125803	303	0.332108108	1612	0	2985	0.166054054	2473	0	2678	0	2726	0	3260	0.4	221	0	2882	0.2	713
ketorolac	0.596251605	217	0.17	1427	0.383125803	304	0.332108108	1615	0	3021	0.166054054	2476	0	2724	0	2761	0	3292	0.4	225	0	2927	0.2	717
loxoprofen	0.596251605	218	0.17	1434	0.383125803	305	0.332108108	1621	0	3138	0.166054054	2482	0	2870	0	2858	0	3389	0.4	237	0	3043	0.2	726
lumiracoxib	0.596251605	219	0.17	1435	0.383125803	306	0.332108108	1622	0	3144	0.166054054	2483	0	2883	0	2863	0	3396	0.4	238	0	3051	0.2	727
meclofemic-acid	0.596251605	220	0.17	1441	0.383125803	307	0.335783784	1401	0	3194	0.167891892	2280	0	2949	0	2909	0	3440	0.4	250	0	3126	0.2	738
metamizole	0.596251605	221	0.205	1101	0.400625803	243	0.274594595	2513	0	3225	0.137297298	2871	0	2976	0	2934	0	3464	0.4	254	0	3151	0.2	742
metoxibutropate	0.596251605	222	0.17	1444	0.383125803	308	0.332108108	1632	0	3252	0.166054054	2493	0	3015	0	2951	0	3488	0.4	258	0	3180	0.2	746
mofezolac	0.596251605	223	0.205	1103	0.400625803	244	0.274594595	2514	0	3311	0.137297298	2872	0	3089	0	2998	0	3540	0.4	267	0	3244	0.2	751
nepafec	0.596251605	224	0.17	1449	0.383125803	309	0.332108108	1640	0	3389	0.166054054	2501	0	3177	0	3055	0	3605	0.4	277	0	3319	0.2	760
no-asa	0.596251605	225	0.17	1451	0.383125803	310	0.332108108	1645	0	3421	0.166054054	2505	0	3215	0	3078	0	3629	0.4	279	0	3345	0.2	762
phecetin	0.596251605	226	0.205	1107	0.400625803	245	0.274594595	2516	0	3630	0.137297298	2874	0	3437	0	3260	0	3786	0.4	300	0	3588	0.2	780
phezone	0.596251605	227	0.17	1460	0.383125803	311	0.332108108	1680	0	3631	0.166054054	2539	0	3438	0	3261	0	3787	0.4	301	0	3589	0.2	781
phenylbutazone	0.596251605	228	0.17	1461	0.383125803	312	0.332108108	1683	0	3643	0.166054054	2542	0	3450	0	3269	0	3796	0.4	302	0	3597	0.2	782
proglumetacin	0.596251605	229	0.17	1466	0.383125803	313	0.332108108	1693	0	3728	0.166054054	2552	0	3567	0	3340	0	3874	0.4	319	0	3695	0.2	797
propacetamol	0.596251605	230	0.17	1467	0.383125803	314	0.332108108	1694	0	3733	0.166054054	2553	0	3573	0	3344	0	3880	0.4	320	0	3700	0.2	798
proquazone	0.596251605	231	0.17	1469	0.383125803	315	0.332108108	1695	0	3739	0.166054054	2554	0	3585	0	3348	0	3886	0.4	323	0	3709	0.2	799
pterostilbene	0.596251605	232	0.32	525	0.458125803	139	0.332108108	1697	0	3752	0.166054054	2556	0	3606	0	3362	0	3899	0.68	3	0	3729	0.34	60
rofecoxib	0.596251605	233	0.17	1477	0.383125803	316	0.332108108	1706	0	3846	0.166054054	2563	0	3721	0	3446	0	3981	0.4	351	0	3851	0.2	823
rutaecarpine	0.596251605	234	0.17	1478	0.383125803	317	0.332108108	1708	0	3870	0.166054054	2565	0	3759	0	3468	0	4003	0.4	362	0	3879	0.2	834
sc-236	0.596251605	235	0.17	1483	0.383125803	318	0.332108108	1716	0	3928	0.166054054	2572	0	3828	0	3531	0	4054	0.4	383	0	3956	0.2	853
sc-560	0.596251605	236	0.205	1110	0.400625803	246	0.274594595	2517	0	3930	0.137297298	2875	0	3830	0	3533	0	4056	0.4	384	0	3958	0.2	854
suprofen	0.596251605	237	0.17	1484	0.383125803	319	0.332108108	1728	0	4055	0.166054054	2582	0	3976	0	3638	0	4151	0.4	401	0	4111	0.2	868
tiaprofenic-acid	0.596251605	238	0.17	1492	0.383125803	320	0.332108108	1742	0	4173	0.166054054	2595	0	4110	0	3739	0	4248	0.4	414	0	4249	0.2	881
tropesin	0.596251605	239	0.17	1495	0.383125803	321	0.332108108	1749	0	4259	0.166054054	2601	0	4200	0	3805	0	4312	0.4	423	0	4333	0.2	887
ufemate	0.596251605	240	0.17	1496	0.383125803	322	0.332108108	1755	0	4283	0.166054054	2607	0	4232	0	3828	0	4335	0.4	426	0	4369	0.2	890
valdecoxib	0.596251605	241	0.17	1498	0.383125803	323	0.332108108	1758	0	4304	0.166054054	2610	0	4260	0	3846	0	4358	0.4	428	0	4395	0.2	892
l-745870	0.595967572	242	0.25	928	0.422983786	194	0.291243243	2256	0.366666667	890	0.328954955	1037	0.36	232	0.633333333	93	0.496666667	53	0.294857143	582	0.346666667	180	0.320761905	91
thioridazine	0.595967572	243	0.25	1016	0.422983786	195	0.291243243	2260	0.366666667	960	0.328954955	1039	0.36	254	0.633333333	107	0.496666667	59	0.294857143	652	0.346666667	286	0.320761905	113
talniflumate	0.594950792	244	0	4400	0.297475396	727	0.224216216	2929			0.112108108	3058	0	4003			0	4165	0	4158	0	4138	0	4323
acetophezine	0.593691149	245	0.2	1128	0.396845575	251	0.278486486	2432	0.366666667	834	0.322576577	1111	0.36	212	0.633333333	87	0.496666667	51	0.289142857	673	0.346666667	90	0.317904762	165
prochlorperazine	0.593691149	246	0.2	1245	0.396845575	252	0.278486486	2453	0.366666667	924	0.322576577	1117	0.36	245	0.633333333	100	0.496666667	55	0.289142857	740	0.346666667	247	0.317904762	179
thiethylperazine	0.593691149	247	0.2	1281	0.396845575	253	0.278486486	2461	0.366666667	958	0.322576577	1123	0.36	253	0.633333333	105	0.496666667	58	0.289142857	751	0.346666667	285	0.317904762	188
l-741742	0.592390336	248	0.2	1202	0.396195168	254	0.295351351	2155	0.4	546	0.347675676	795	0.36	231	0.666666667	65	0.513333334	44	0	3002	0.346666667	179	0.173333334	984
butaclamol	0.592065133	249	0.25	884	0.421032567	198	0.291243243	2254	0.366666667	854	0.328954955	1036	0.36	219	0.633333333	88	0.496666667	52	0.294857143	536	0.346666667	118	0.320761905	82
triflupromazine	0.592065133	250	0.33	522	0.461032567	137	0.287135135	2365	0.366666667	965	0.326900901	1082	0.36	256	0.633333333	109	0.496666667	60	0.294857143	658	0.346666667	293	0.320761905	116
sch-23390	0.588813101	251	0.2	1257	0.394406551	256	0.278486486	2455	0.366666667	944	0.322576577	1119	0.36	248	0.633333333	102	0.496666667	56	0.294857143	639	0.346666667	267	0.320761905	110
skf-83566	0.585561068	252	0.2	1265	0.392780534	273	0.278486486	2457	0.366666667	948	0.322576577	1120	0.36	250	0.633333333	103	0.496666667	57	0.289142857	748	0.346666667	275	0.317904762	186
cp-673451	0.584408285	253	0	2795	0.292204143	768	0.355243243	1239	0	2337	0.177621622	2187	0	1863	0	2179	0	2687	0	2228	0	2120	0	2822
lenvatinib	0.580884208	254	0	3489	0.290442104	794	0.500571429	467	0	3077	0.250285715	1562	0	2797	0	2812	0	3338	0	3035	0	2986	0	3446
pimozide	0.578406597	255	0.33	519	0.454203299	145	0.283675676	2401	0.333333333	1189	0.308504505	1292	0.654871795	8	0.6	154	0.627435898	6	0.294857143	615	0.24	722	0.267428572	403
ac-710	0.577253814	256	0	2210	0.288626907	806	0.355243243	1236	0	1694	0.177621622	2184	0	1146	0	1658	0	2187	0	1533	0	1441	0	2278
crenolanib	0.577253814	257	0	2804	0.288626907	807	0.355243243	1241	0	2345	0.177621622	2188	0	1875	0	2187	0	2693	0	2239	0	2136	0	2832
anlotinib	0.568936382	258	0	2343	0.284468191	831	0.355243243	1237	0	1833	0.177621622	2185	0	1323	0	1779	0	2308	0	1685	0	1602	0	2394
su014813	0.568936382	259	0	4352	0.284468191	832	0.4	969	0	4021	0.2	2016	0	3953	0	3621	0	4133	0	4095	0	4083	0	4272
su4312	0.568936382	260	0	4355	0.284468191	833	0.355243243	1263	0	4024	0.177621622	2206	0	3956	0	3624	0	4136	0	4098	0	4086	0	4275
ki-8751	0.564270663	261	0	3439	0.282135332	843	0.500571429	466	0	3027	0.250285715	1561	0	2730	0	2766	0	3297	0	2981	0	2932	0	3405
telatinib	0.564270663	262	0	4449	0.282135332	844	0.500571429	470	0	4129	0.250285715	1565	0	4061	0	3698	0	4213	0	4217	0	4199	0	4376
dasatinib	0.563278694	263	0.085	2013	0.324139347	444	0.421868726	575	0	2400	0.210934363	1648	0.352307692	261	0.133333333	1492	0.242820513	582	0.260571429	1161	0.186666667	907	0.223619048	509
dcc-2618	0.56295736	264	0	2861	0.28147868	848	0.455814672	537	0	2404	0.227907336	1602	0	1951	0	2240	0	2745	0	2309	0	2202	0	2883
masitinib	0.56295736	265	0.028571429	2128	0.295764395	750	0.455814672	539	0	3183	0.227907336	1604	0	2928	0	2899	0	3429	0	3156	0.028571429	1337	0.014285715	2199
deserpidine	0.558675595	266	0.25	897	0.404337798	227	0.457945946	532	0.333333333	1070	0.39563964	486	0	1980	0.333333333	1088	0.166666667	1300	0.289142857	699	0.346666667	138	0.317904762	170
ibuproxam	0.557877621	267	0.12	1841	0.338938811	404	0.33945946	1376	0	2909	0.16972973	2257	0	2575	0	2667	0	3191	0.4	208	0	2795	0.2	700
tepoxalin	0.557877621	268	0.12	1857	0.338938811	405	0.33945946	1391	0	4141	0.16972973	2270	0	4076	0	3711	0	4227	0.4	411	0	4217	0.2	878
imatinib	0.555800004	269	0.04	2093	0.297900002	722	0.455814672	538	0	2934	0.227907336	1603	0.42	152	0.133333333	1508	0.276666667	535	0	2875	0	2823	0	3330
axitinib	0.542663092	270	0.37	249	0.456331546	142	0.4	656	0	1902	0.2	1723	0.146666667	966	0	1840	0.073333334	1982	0	1775	0.106666667	1053	0.053333334	1946
metergoline	0.540012259	271	0.7	39	0.62000613	98	0.601493337	275	0.75	33	0.675746669	16	0	2981	0.4	568	0.2	958	0.4	255	0	3155	0.2	743
leflunomide	0.538229423	272	0	3487	0.269114712	952	0.366054054	1135	0	3075	0.183027027	2142	0.267692308	383	0	2810	0.133846154	1520	0	3031	0	2984	0	3443
tandutinib	0.534351964	273	0	4407	0.267175982	960	0.455814672	541	0	4079	0.227907336	1606	0	4010	0	3658	0	4171	0	4164	0	4144	0	4328
lapatinib	0.533965581	274	0	3478	0.266982791	990	0.332108108	1616	0	3063	0.166054054	2477	0.186666667	860	0	2801	0.093333334	1904	0.260571429	1175	0	2974	0.130285715	1416
neratinib	0.533965581	275	0	3778	0.266982791	991	0.332108108	1641	0	3390	0.166054054	2502	0.186666667	864	0	3056	0.093333334	1908	0.260571429	1181	0	3321	0.130285715	1421
dmh4	0.530700251	276	0	2945	0.265350126	1031	0.4	740	0	2499	0.2	1801	0	2066	0	2320	0	2830	0	2400	0	2302	0	2960
fruquintinib	0.530700251	277	0	3175	0.265350126	1032	0.4	767	0	2742	0.2	1826	0	2368	0	2523	0	3044	0	2649	0	2585	0	3148
sar131675	0.530700251	278	0	4229	0.265350126	1033	0.4	937	0	3899	0.2	1986	0	3791	0	3496	0	4027	0	3953	0	3910	0	4159
sklb1002	0.530700251	279	0	4303	0.265350126	1034	0.4	960	0	3982	0.2	2008	0	3898	0	3583	0	4097	0	4037	0	4023	0	4225
tak-593	0.530700251	280	0	4391	0.265350126	1035	0.355243243	1264	0	4067	0.177621622	2207	0	3995	0	3648	0	4160	0	4148	0	4130	0	4317
zm-323881	0.530700251	281	0	4709	0.265350126	1036	0.4	1030	0	4421	0.2	2072	0	4407	0	3950	0	4460	0	4532	0	4529	0	4623
olsalazine	0.527443122	282	0	3863	0.263721561	1048	0.129297297	3243	0.133333333	1512	0.131315315	2936	0.233846154	814	0.133333333	1526	0.183589744	1193	0	3499	0.093333333	1153	0.046666667	2039
regorafenib	0.526059827	283	0.25	990	0.388029914	278	0.437930502	563	0.4	694	0.418965251	455	0.267692308	395	0.4	697	0.333846154	224	0.4	337	0.213333333	849	0.306666667	274
brigatinib	0.523555306	284	0	2573	0.261777653	1072	0.332108108	1485	0	2073	0.166054054	2351	0	1589	0	1991	0	2510	0	1957	0	1867	0	2610
erlotinib	0.523555306	285	0	3054	0.261777653	1073	0.332108108	1555	0	2607	0.166054054	2417	0	2202	0	2412	0	2925	0	2514	0	2429	0	3044
gefitinib	0.523555306	286	0	3201	0.261777653	1074	0.332108108	1588	0	2767	0.166054054	2450	0	2403	0	2546	0	3070	0	2682	0	2619	0	3176
icotinib	0.523555306	287	0	3345	0.261777653	1075	0.332108108	1603	0	2923	0.166054054	2465	0	2597	0	2678	0	3206	0	2864	0	2811	0	3323
olmutinib	0.523555306	288	0.13	1779	0.326777653	434	0.332108108	1661	0	3496	0.166054054	2521	0.252307692	556	0	3149	0.126153846	1627	0	3496	0	3424	0	3804
osimertinib	0.523555306	289	0	3892	0.261777653	1076	0.332108108	1664	0	3528	0.166054054	2524	0	3320	0	3179	0	3716	0	3531	0	3464	0	3833
tivozanib	0.521337531	290	0	4511	0.260668766	1084	0.355243243	1265	0	4195	0.177621622	2208	0.146666667	978	0	3754	0.073333334	1994	0	4291	0.106666667	1135	0.053333334	2014
afatinib	0.51997807	291	0	2251	0.259989035	1088	0.332108108	1432	0	1731	0.166054054	2302	0	1196	0	1690	0	2221	0.260571429	1131	0	1487	0.130285715	1384
vatalanib	0.513864159	292	0	4613	0.25693208	1106	0.432679537	565	0	4315	0.216339769	1629	0	4270	0	3853	0	4365	0	4419	0.106666667	1141	0.053333334	2018
