drug.name	pathway
 triciribine	Adipocytokine signaling pathway
 triflusal	Adipocytokine signaling pathway
 triptolide	Adipocytokine signaling pathway
 trofinetide	Adipocytokine signaling pathway
 u-0126	Adipocytokine signaling pathway
 uprosertib	Adipocytokine signaling pathway
 ve-822	Adipocytokine signaling pathway
 voxtalisib	Adipocytokine signaling pathway
 vx-702	Adipocytokine signaling pathway
 way-600	Adipocytokine signaling pathway
 whi-p154	Adipocytokine signaling pathway
 wp1066	Adipocytokine signaling pathway
 wp1130	Adipocytokine signaling pathway
 wye-125132	Adipocytokine signaling pathway
 wye-354	Adipocytokine signaling pathway
 wye-687	Adipocytokine signaling pathway
 xl019	Adipocytokine signaling pathway
 xl388	Adipocytokine signaling pathway
 zln024	Adipocytokine signaling pathway
2-pmdq	Adrenergic signaling in cardiomyocytes
 3-mppi	Adrenergic signaling in cardiomyocytes
 4|5|6|7-tetrabromobenzotriazole	Adrenergic signaling in cardiomyocytes
 7-hydroxystaurosporine	Adrenergic signaling in cardiomyocytes
 a-61603	Adrenergic signaling in cardiomyocytes
 a-674563	Adrenergic signaling in cardiomyocytes
 a61603	Adrenergic signaling in cardiomyocytes
 abt-737	Adrenergic signaling in cardiomyocytes
 acebutolol	Adrenergic signaling in cardiomyocytes
 acecainide	Adrenergic signaling in cardiomyocytes
 acepromazine	Adrenergic signaling in cardiomyocytes
 adenosine-phosphate	Adrenergic signaling in cardiomyocytes
 adenosine-triphosphate	Adrenergic signaling in cardiomyocytes
 adrenalone	Adrenergic signaling in cardiomyocytes
 ah11110	Adrenergic signaling in cardiomyocytes
 al-8697	Adrenergic signaling in cardiomyocytes
 albuterol	Adrenergic signaling in cardiomyocytes
 alfuzosin	Adrenergic signaling in cardiomyocytes
 almitrine	Adrenergic signaling in cardiomyocytes
 alpelisib	Adrenergic signaling in cardiomyocytes
 alpha-linolenic-acid	Adrenergic signaling in cardiomyocytes
 alprenolol	Adrenergic signaling in cardiomyocytes
 amezinium	Adrenergic signaling in cardiomyocytes
 amg-548	Adrenergic signaling in cardiomyocytes
 amiloride	Adrenergic signaling in cardiomyocytes
 amiodarone	Adrenergic signaling in cardiomyocytes
 amitraz	Adrenergic signaling in cardiomyocytes
 amitriptyline	Adrenergic signaling in cardiomyocytes
 amlodipine	Adrenergic signaling in cardiomyocytes
 amoxapine	Adrenergic signaling in cardiomyocytes
 anisodamine	Adrenergic signaling in cardiomyocytes
 api-1	Adrenergic signaling in cardiomyocytes
 apraclonidine	Adrenergic signaling in cardiomyocytes
 aprindine	Adrenergic signaling in cardiomyocytes
 aripiprazole	Adrenergic signaling in cardiomyocytes
 arq-092	Adrenergic signaling in cardiomyocytes
 arsenic-trioxide	Adrenergic signaling in cardiomyocytes
 artemether	Adrenergic signaling in cardiomyocytes
 as-252424	Adrenergic signaling in cardiomyocytes
 as-604850	Adrenergic signaling in cardiomyocytes
 at13148	Adrenergic signaling in cardiomyocytes
 at7867	Adrenergic signaling in cardiomyocytes
 atenolol-(+/-)	Adrenergic signaling in cardiomyocytes
 azd5363	Adrenergic signaling in cardiomyocytes
 azd6482	Adrenergic signaling in cardiomyocytes
 azelnidipine	Adrenergic signaling in cardiomyocytes
 azilsartan-medoxomil	Adrenergic signaling in cardiomyocytes
 azilsartan	Adrenergic signaling in cardiomyocytes
 bag-956	Adrenergic signaling in cardiomyocytes
 bambuterol	Adrenergic signaling in cardiomyocytes
 bay-k-8644-(s)-(-)	Adrenergic signaling in cardiomyocytes
 be-2254	Adrenergic signaling in cardiomyocytes
 benidipine	Adrenergic signaling in cardiomyocytes
 benproperine	Adrenergic signaling in cardiomyocytes
 benzamil	Adrenergic signaling in cardiomyocytes
 benzonatate	Adrenergic signaling in cardiomyocytes
 betaxolol	Adrenergic signaling in cardiomyocytes
 bgt226	Adrenergic signaling in cardiomyocytes
 bhq	Adrenergic signaling in cardiomyocytes
 bisindolylmaleimide-ix	Adrenergic signaling in cardiomyocytes
 bisoprolol	Adrenergic signaling in cardiomyocytes
 bms-536924	Adrenergic signaling in cardiomyocytes
 bms-754807	Adrenergic signaling in cardiomyocytes
 bmy-7378	Adrenergic signaling in cardiomyocytes
 bosutinib	Adrenergic signaling in cardiomyocytes
 bp-897	Adrenergic signaling in cardiomyocytes
 bretylium	Adrenergic signaling in cardiomyocytes
 brl-37344	Adrenergic signaling in cardiomyocytes
 bromocriptine	Adrenergic signaling in cardiomyocytes
 broxaterol	Adrenergic signaling in cardiomyocytes
 bucladesine	Adrenergic signaling in cardiomyocytes
 buflomedil	Adrenergic signaling in cardiomyocytes
 bunazosin	Adrenergic signaling in cardiomyocytes
 buparlisib	Adrenergic signaling in cardiomyocytes
 buphenine	Adrenergic signaling in cardiomyocytes
 bupicomide	Adrenergic signaling in cardiomyocytes
 bupranolol	Adrenergic signaling in cardiomyocytes
 c-1	Adrenergic signaling in cardiomyocytes
 cabergoline	Adrenergic signaling in cardiomyocytes
 caffeine	Adrenergic signaling in cardiomyocytes
 camkii-in-1	Adrenergic signaling in cardiomyocytes
 candesartan	Adrenergic signaling in cardiomyocytes
 canertinib	Adrenergic signaling in cardiomyocytes
 carazolol	Adrenergic signaling in cardiomyocytes
 carbamazepine	Adrenergic signaling in cardiomyocytes
 carboxylosartan	Adrenergic signaling in cardiomyocytes
 cariporide	Adrenergic signaling in cardiomyocytes
 carmoterol	Adrenergic signaling in cardiomyocytes
 carteolol	Adrenergic signaling in cardiomyocytes
 carvedilol	Adrenergic signaling in cardiomyocytes
 cay10505	Adrenergic signaling in cardiomyocytes
 ce3f4	Adrenergic signaling in cardiomyocytes
 celiprolol	Adrenergic signaling in cardiomyocytes
 cgp-12177	Adrenergic signaling in cardiomyocytes
 cgp-20712a	Adrenergic signaling in cardiomyocytes
 cgp-37157	Adrenergic signaling in cardiomyocytes
 ch5132799	Adrenergic signaling in cardiomyocytes
 chir-99021	Adrenergic signaling in cardiomyocytes
 chloroprocaine	Adrenergic signaling in cardiomyocytes
 chlorpromazine	Adrenergic signaling in cardiomyocytes
 ciclopirox	Adrenergic signaling in cardiomyocytes
 cid-5458317	Adrenergic signaling in cardiomyocytes
 cimaterol	Adrenergic signaling in cardiomyocytes
 cinchocaine	Adrenergic signaling in cardiomyocytes
 cirazoline	Adrenergic signaling in cardiomyocytes
 citalopram	Adrenergic signaling in cardiomyocytes
 clenbuterol	Adrenergic signaling in cardiomyocytes
 cleviprex	Adrenergic signaling in cardiomyocytes
 clonidine	Adrenergic signaling in cardiomyocytes
 cloranolol	Adrenergic signaling in cardiomyocytes
 clorotepine	Adrenergic signaling in cardiomyocytes
 clorprenaline	Adrenergic signaling in cardiomyocytes
 clozapine	Adrenergic signaling in cardiomyocytes
 cmpd-1	Adrenergic signaling in cardiomyocytes
 colforsin	Adrenergic signaling in cardiomyocytes
 copanlisib	Adrenergic signaling in cardiomyocytes
 cw-008	Adrenergic signaling in cardiomyocytes
 cyanopindolol	Adrenergic signaling in cardiomyocytes
 cyclopiazonic-acid	Adrenergic signaling in cardiomyocytes
 cyproheptadine	Adrenergic signaling in cardiomyocytes
 czc24832	Adrenergic signaling in cardiomyocytes
 dalfampridine	Adrenergic signaling in cardiomyocytes
 dapiprazole	Adrenergic signaling in cardiomyocytes
 delivert	Adrenergic signaling in cardiomyocytes
 deoxyepinephrine	Adrenergic signaling in cardiomyocytes
 desipramine	Adrenergic signaling in cardiomyocytes
 deslanoside	Adrenergic signaling in cardiomyocytes
 dexfosfoserine	Adrenergic signaling in cardiomyocytes
 diazoxide	Adrenergic signaling in cardiomyocytes
 digitoxigenin	Adrenergic signaling in cardiomyocytes
 digitoxin	Adrenergic signaling in cardiomyocytes
 digoxin	Adrenergic signaling in cardiomyocytes
 dihydroergocristine	Adrenergic signaling in cardiomyocytes
 diltiazem	Adrenergic signaling in cardiomyocytes
 disopyramide	Adrenergic signaling in cardiomyocytes
 dobutamine	Adrenergic signaling in cardiomyocytes
 docetaxel	Adrenergic signaling in cardiomyocytes
 doramapimod	Adrenergic signaling in cardiomyocytes
 doxazosin	Adrenergic signaling in cardiomyocytes
 dpi-201106	Adrenergic signaling in cardiomyocytes
 dronedarone	Adrenergic signaling in cardiomyocytes
 droperidol	Adrenergic signaling in cardiomyocytes
 droxidopa	Adrenergic signaling in cardiomyocytes
 duvelisib	Adrenergic signaling in cardiomyocytes
 dyclonine	Adrenergic signaling in cardiomyocytes
 edaravone	Adrenergic signaling in cardiomyocytes
 ellagic-acid	Adrenergic signaling in cardiomyocytes
 emd-53998	Adrenergic signaling in cardiomyocytes
 emd-66684	Adrenergic signaling in cardiomyocytes
 enzastaurin	Adrenergic signaling in cardiomyocytes
 eo-1428	Adrenergic signaling in cardiomyocytes
 ephedrine-(racemic)	Adrenergic signaling in cardiomyocytes
 ephedrine	Adrenergic signaling in cardiomyocytes
 epinephrine	Adrenergic signaling in cardiomyocytes
 eprosartan	Adrenergic signaling in cardiomyocytes
 ergonovine	Adrenergic signaling in cardiomyocytes
 ergotamine	Adrenergic signaling in cardiomyocytes
 esi-09	Adrenergic signaling in cardiomyocytes
 eslicarbazepine-acetate	Adrenergic signaling in cardiomyocytes
 esmolol	Adrenergic signaling in cardiomyocytes
 etacrynic-acid	Adrenergic signaling in cardiomyocytes
 ethotoin	Adrenergic signaling in cardiomyocytes
 etilefrine	Adrenergic signaling in cardiomyocytes
 etp-45658	Adrenergic signaling in cardiomyocytes
 fasudil	Adrenergic signaling in cardiomyocytes
 fenoterol	Adrenergic signaling in cardiomyocytes
 fimasartan	Adrenergic signaling in cardiomyocytes
 flecainide	Adrenergic signaling in cardiomyocytes
 flunarizine	Adrenergic signaling in cardiomyocytes
 flupentixol	Adrenergic signaling in cardiomyocytes
 fluphenazine	Adrenergic signaling in cardiomyocytes
 flupirtine	Adrenergic signaling in cardiomyocytes
 fluspirilene	Adrenergic signaling in cardiomyocytes
 formoterol	Adrenergic signaling in cardiomyocytes
 forskolin	Adrenergic signaling in cardiomyocytes
 fosphenytoin	Adrenergic signaling in cardiomyocytes
 fpl-64176	Adrenergic signaling in cardiomyocytes
 fr-180204	Adrenergic signaling in cardiomyocytes
 gabapentin	Adrenergic signaling in cardiomyocytes
 gallopamil	Adrenergic signaling in cardiomyocytes
 gambogic-acid	Adrenergic signaling in cardiomyocytes
 gbr-12935	Adrenergic signaling in cardiomyocytes
 gdc-0068	Adrenergic signaling in cardiomyocytes
 gdc-0941	Adrenergic signaling in cardiomyocytes
 gdc-0980	Adrenergic signaling in cardiomyocytes
 gdc-0994	Adrenergic signaling in cardiomyocytes
 go-6983	Adrenergic signaling in cardiomyocytes
 gossypol	Adrenergic signaling in cardiomyocytes
 gsk1059615	Adrenergic signaling in cardiomyocytes
 gsk2110183	Adrenergic signaling in cardiomyocytes
 gsk2126458	Adrenergic signaling in cardiomyocytes
 gsk690693	Adrenergic signaling in cardiomyocytes
 gw-788388	Adrenergic signaling in cardiomyocytes
 h-89	Adrenergic signaling in cardiomyocytes
 ha14-1	Adrenergic signaling in cardiomyocytes
 hexamethylenebisacetamide	Adrenergic signaling in cardiomyocytes
 hexoprenaline	Adrenergic signaling in cardiomyocytes
 hexylcaine	Adrenergic signaling in cardiomyocytes
 higenamine	Adrenergic signaling in cardiomyocytes
 hjc-0350	Adrenergic signaling in cardiomyocytes
 hydroflumethiazide	Adrenergic signaling in cardiomyocytes
 hydroxyfasudil	Adrenergic signaling in cardiomyocytes
 ibutilide	Adrenergic signaling in cardiomyocytes
 ici-118|551	Adrenergic signaling in cardiomyocytes
 ici-89406	Adrenergic signaling in cardiomyocytes
 icosapent	Adrenergic signaling in cardiomyocytes
 idelalisib	Adrenergic signaling in cardiomyocytes
 iloperidone	Adrenergic signaling in cardiomyocytes
 imipramine	Adrenergic signaling in cardiomyocytes
 indacaterol	Adrenergic signaling in cardiomyocytes
 indapamide	Adrenergic signaling in cardiomyocytes
 indoramin	Adrenergic signaling in cardiomyocytes
 ingenol-mebutate	Adrenergic signaling in cardiomyocytes
 irbesartan	Adrenergic signaling in cardiomyocytes
 isoprenaline	Adrenergic signaling in cardiomyocytes
 isoxsuprine	Adrenergic signaling in cardiomyocytes
 isradipine	Adrenergic signaling in cardiomyocytes
 istaroxime	Adrenergic signaling in cardiomyocytes
 jx-401	Adrenergic signaling in cardiomyocytes
 k-strophanthidin	Adrenergic signaling in cardiomyocytes
 kb-r7943	Adrenergic signaling in cardiomyocytes
 ketanserin	Adrenergic signaling in cardiomyocytes
 kn-62	Adrenergic signaling in cardiomyocytes
 kn-93	Adrenergic signaling in cardiomyocytes
 l-365260	Adrenergic signaling in cardiomyocytes
 l-755507	Adrenergic signaling in cardiomyocytes
 labetalol	Adrenergic signaling in cardiomyocytes
 lacidipine	Adrenergic signaling in cardiomyocytes
 lamotrigine	Adrenergic signaling in cardiomyocytes
 landiolol	Adrenergic signaling in cardiomyocytes
 lercanidipine	Adrenergic signaling in cardiomyocytes
 levalbuterol	Adrenergic signaling in cardiomyocytes
 levobetaxolol	Adrenergic signaling in cardiomyocytes
 levobunolol	Adrenergic signaling in cardiomyocytes
 levomepromazine	Adrenergic signaling in cardiomyocytes
 levonordefrin	Adrenergic signaling in cardiomyocytes
 levosimendan	Adrenergic signaling in cardiomyocytes
 licarbazepine	Adrenergic signaling in cardiomyocytes
 lidocaine	Adrenergic signaling in cardiomyocytes
 lisuride	Adrenergic signaling in cardiomyocytes
 lomerizine	Adrenergic signaling in cardiomyocytes
 loperamide	Adrenergic signaling in cardiomyocytes
 losartan	Adrenergic signaling in cardiomyocytes
 losmapimod	Adrenergic signaling in cardiomyocytes
 loxapine	Adrenergic signaling in cardiomyocytes
 lumefantrine	Adrenergic signaling in cardiomyocytes
 ly2228820	Adrenergic signaling in cardiomyocytes
 ly294002	Adrenergic signaling in cardiomyocytes
 m-14157	Adrenergic signaling in cardiomyocytes
 m-3m3fbs	Adrenergic signaling in cardiomyocytes
 mabuterol	Adrenergic signaling in cardiomyocytes
 manidipine	Adrenergic signaling in cardiomyocytes
 medetomidine	Adrenergic signaling in cardiomyocytes
 mefenamic-acid	Adrenergic signaling in cardiomyocytes
 melatonin	Adrenergic signaling in cardiomyocytes
 mephentermine	Adrenergic signaling in cardiomyocytes
 mephenytoin	Adrenergic signaling in cardiomyocytes
 metaproterenol	Adrenergic signaling in cardiomyocytes
 metaraminol	Adrenergic signaling in cardiomyocytes
 metazosin	Adrenergic signaling in cardiomyocytes
 methoxamine	Adrenergic signaling in cardiomyocytes
 metoprolol	Adrenergic signaling in cardiomyocytes
 mexiletine	Adrenergic signaling in cardiomyocytes
 mianserin	Adrenergic signaling in cardiomyocytes
 mibefradil	Adrenergic signaling in cardiomyocytes
 mirabegron	Adrenergic signaling in cardiomyocytes
 mk-2206	Adrenergic signaling in cardiomyocytes
 ml277	Adrenergic signaling in cardiomyocytes
 ml3403	Adrenergic signaling in cardiomyocytes
 mln0128	Adrenergic signaling in cardiomyocytes
 moracizine	Adrenergic signaling in cardiomyocytes
 myricetin	Adrenergic signaling in cardiomyocytes
 myricitrin	Adrenergic signaling in cardiomyocytes
 nadolol	Adrenergic signaling in cardiomyocytes
 naftopidil	Adrenergic signaling in cardiomyocytes
 naloxone	Adrenergic signaling in cardiomyocytes
 nan-190	Adrenergic signaling in cardiomyocytes
 naphazoline	Adrenergic signaling in cardiomyocytes
 navitoclax	Adrenergic signaling in cardiomyocytes
 nebivolol	Adrenergic signaling in cardiomyocytes
 nefazodone	Adrenergic signaling in cardiomyocytes
 nicergoline	Adrenergic signaling in cardiomyocytes
 nifedipine	Adrenergic signaling in cardiomyocytes
 nifenalol	Adrenergic signaling in cardiomyocytes
 niflumic-acid	Adrenergic signaling in cardiomyocytes
 niguldipine-(s)-(+)	Adrenergic signaling in cardiomyocytes
 nilvadipine	Adrenergic signaling in cardiomyocytes
 nisoldipine	Adrenergic signaling in cardiomyocytes
 nitrendipine	Adrenergic signaling in cardiomyocytes
 nky-80	Adrenergic signaling in cardiomyocytes
 norepinephrine	Adrenergic signaling in cardiomyocytes
 nortriptyline	Adrenergic signaling in cardiomyocytes
 nvp-bez235	Adrenergic signaling in cardiomyocytes
 obatoclax	Adrenergic signaling in cardiomyocytes
 olanzapine	Adrenergic signaling in cardiomyocytes
 olmesartan-medoxomil	Adrenergic signaling in cardiomyocytes
 olmesartan	Adrenergic signaling in cardiomyocytes
 olomoucine	Adrenergic signaling in cardiomyocytes
 oridonin	Adrenergic signaling in cardiomyocytes
 otilonium	Adrenergic signaling in cardiomyocytes
 ouabain	Adrenergic signaling in cardiomyocytes
 oxcarbazepine	Adrenergic signaling in cardiomyocytes
 oxprenolol	Adrenergic signaling in cardiomyocytes
 oxymetazoline	Adrenergic signaling in cardiomyocytes
 paclitaxel	Adrenergic signaling in cardiomyocytes
 pd-123319	Adrenergic signaling in cardiomyocytes
 pd-98059	Adrenergic signaling in cardiomyocytes
 penbutolol	Adrenergic signaling in cardiomyocytes
 pergolide	Adrenergic signaling in cardiomyocytes
 perifosine	Adrenergic signaling in cardiomyocytes
 perphenazine	Adrenergic signaling in cardiomyocytes
 pexmetinib	Adrenergic signaling in cardiomyocytes
 ph-797804	Adrenergic signaling in cardiomyocytes
